{id: 1, x: -0.31257057, y: 0.984344, z: -1.2344127}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.32819605, y: 1.015595, z: -1.2187872}
{id: 1, x: -0.32819605, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.32819605, y: 1.0312204, z: -1.2031617}
{id: 1, x: -0.37507248, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.28131962, y: 1.0468459, z: -1.2344127}
{id: 1, x: -0.32819605, y: 0.9687185, z: -1.2187872}
{id: 1, x: -0.34382153, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.359447, y: 0.9999695, z: -1.2187872}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2656636}
{id: 1, x: -0.32819605, y: 1.0468459, z: -1.2187872}
{id: 1, x: -0.34382153, y: 0.984344, z: -1.2187872}
{id: 1, x: -0.37507248, y: 1.015595, z: -1.2656636}
{id: 1, x: -0.34382153, y: 0.984344, z: -1.2344127}
{id: 1, x: -0.39069796, y: 1.015595, z: -1.2812891}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2812891}
{id: 1, x: -0.34382153, y: 1.015595, z: -1.2187872}
{id: 1, x: -0.31257057, y: 0.984344, z: -1.2031617}
{id: 1, x: -0.32819605, y: 1.015595, z: -1.2187872}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2969146}
{id: 1, x: -0.34382153, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2187872}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.39069796, y: 1.0312204, z: -1.2969146}
{id: 1, x: -0.37507248, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.37507248, y: 0.9999695, z: -1.2969146}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2812891}
{id: 1, x: -0.40632343, y: 1.0624714, z: -1.2656636}
{id: 1, x: -0.359447, y: 1.0468459, z: -1.2500381}
{id: 1, x: -0.359447, y: 1.0468459, z: -1.2656636}
{id: 1, x: -0.39069796, y: 1.0468459, z: -1.2812891}
{id: 1, x: -0.31257057, y: 1.0312204, z: -1.2500381}
{id: 1, x: -0.31257057, y: 0.9687185, z: -1.2500381}
{id: 1, x: -0.31257057, y: 0.9687185, z: -1.2344127}
{id: 1, x: -0.28131962, y: 1.0312204, z: -1.2344127}
{id: 1, x: -0.31257057, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.26569414, y: 0.9999695, z: -1.2187872}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2969146}
{id: 1, x: -0.37507248, y: 1.015595, z: -1.2656636}
{id: 1, x: -0.359447, y: 1.0468459, z: -1.2500381}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.2969451, y: 0.9687185, z: -1.2187872}
{id: 1, x: -0.28131962, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.34382153, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.31257057, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.34382153, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.31257057, y: 0.984344, z: -1.2344127}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2656636}
{id: 1, x: -0.359447, y: 1.0312204, z: -1.2500381}
{id: 1, x: -0.34382153, y: 0.95309305, z: -1.2500381}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.31257057, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.37507248, y: 0.9999695, z: -1.2812891}
{id: 1, x: -0.34382153, y: 1.0468459, z: -1.2344127}
{id: 1, x: -0.34382153, y: 0.984344, z: -1.2344127}
{id: 1, x: -0.2969451, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.32819605, y: 1.0312204, z: -1.2344127}
{id: 1, x: -0.28131962, y: 0.984344, z: -1.2031617}
{id: 1, x: -0.34382153, y: 1.0468459, z: -1.2812891}
{id: 1, x: -0.37507248, y: 1.015595, z: -1.2656636}
{id: 1, x: -0.37507248, y: 1.0312204, z: -1.2812891}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2187872}
{id: 1, x: -0.34382153, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.32819605, y: 0.984344, z: -1.2344127}
{id: 1, x: -0.31257057, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.28131962, y: 0.9999695, z: -1.2187872}
{id: 1, x: -0.2969451, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.34382153, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.28131962, y: 1.0468459, z: -1.2031617}
{id: 1, x: -0.34382153, y: 0.984344, z: -1.2812891}
{id: 1, x: -0.32819605, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.34382153, y: 1.0468459, z: -1.2969146}
{id: 1, x: -0.32819605, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.2969451, y: 0.984344, z: -1.2500381}
{id: 1, x: -0.34382153, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.32819605, y: 1.015595, z: -1.2187872}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.359447, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.37507248, y: 0.9999695, z: -1.2812891}
{id: 1, x: -0.359447, y: 0.984344, z: -1.2500381}
{id: 1, x: -0.32819605, y: 0.984344, z: -1.2500381}
{id: 1, x: -0.37507248, y: 0.9999695, z: -1.2812891}
{id: 1, x: -0.2969451, y: 0.9687185, z: -1.2812891}
{id: 1, x: -0.359447, y: 0.9687185, z: -1.2812891}
{id: 1, x: -0.31257057, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.34382153, y: 0.9687185, z: -1.2500381}
{id: 1, x: -0.34382153, y: 1.0312204, z: -1.2500381}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.2969451, y: 1.0312204, z: -1.2500381}
{id: 1, x: -0.32819605, y: 0.984344, z: -1.2656636}
{id: 1, x: -0.31257057, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.359447, y: 1.0624714, z: -1.2187872}
{id: 1, x: -0.31257057, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.32819605, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.32819605, y: 1.015595, z: -1.2656636}
{id: 1, x: -0.34382153, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.2969451, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.37507248, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.34382153, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.32819605, y: 0.984344, z: -1.2187872}
{id: 1, x: -0.32819605, y: 0.984344, z: -1.2187872}
{id: 1, x: -0.32819605, y: 1.0312204, z: -1.2500381}
{id: 1, x: -0.40632343, y: 1.0312204, z: -1.2344127}
{id: 1, x: -0.37507248, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.34382153, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.32819605, y: 1.0312204, z: -1.2500381}
{id: 1, x: -0.31257057, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.34382153, y: 1.0312204, z: -1.2344127}
{id: 1, x: -0.31257057, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.34382153, y: 1.0624714, z: -1.2812891}
{id: 1, x: -0.34382153, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.34382153, y: 0.9687185, z: -1.2500381}
{id: 1, x: -0.37507248, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.34382153, y: 1.0312204, z: -1.2344127}
{id: 1, x: -0.359447, y: 0.9999695, z: -1.2031617}
{id: 1, x: -0.31257057, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.34382153, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.32819605, y: 0.984344, z: -1.2344127}
{id: 1, x: -0.34382153, y: 1.0312204, z: -1.2656636}
{id: 1, x: -0.31257057, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.37507248, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.34382153, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2344127}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2812891}
{id: 1, x: -0.31257057, y: 0.9999695, z: -1.2344127}
{id: 1, x: -0.37507248, y: 1.0468459, z: -1.31254}
{id: 1, x: -0.32819605, y: 1.015595, z: -1.2656636}
{id: 1, x: -0.37507248, y: 1.0780969, z: -1.2656636}
{id: 1, x: -0.34382153, y: 0.9999695, z: -1.2187872}
{id: 1, x: -0.31257057, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2500381}
{id: 1, x: -0.359447, y: 1.015595, z: -1.2500381}
{id: 1, x: -0.4375744, y: 1.0780969, z: -1.3281655}
{id: 1, x: -0.34382153, y: 1.015595, z: -1.2812891}
{id: 1, x: -0.34382153, y: 1.0312204, z: -1.2344127}
{id: 1, x: -0.34382153, y: 0.9687185, z: -1.2344127}
{id: 1, x: -0.32819605, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.359447, y: 1.0624714, z: -1.4062929}
{id: 1, x: -0.21881771, y: 0.9687185, z: -1.31254}
{id: 1, x: -0.5000763, y: 0.82808924, z: -1.4219184}
{id: 1, x: -0.031311993, y: 0.76558733, z: -1.6563005}
{id: 1, x: -0.5157018, y: 0.76558733, z: -1.671926}
{id: 1, x: -0.4219489, y: 0.5155797, z: -1.9531846}
{id: 1, x: -0.25006866, y: 0.40620136, z: 1.7656789}
{id: 1, x: -0.04693747, y: 0.56245613, z: 1.9531846}
{id: 1, x: -0.25006866, y: 0.62495804, z: -1.7813044}
{id: 1, x: -0.5000763, y: 0.68745995, z: -1.7500534}
{id: 1, x: -0.37507248, y: 0.60933256, z: -1.703177}
{id: 1, x: -0.5625782, y: 0.62495804, z: -1.8906827}
{id: 1, x: -0.34382153, y: 0.5937071, z: -1.8750572}
{id: 1, x: -0.359447, y: 0.56245613, z: -1.9063082}
{id: 1, x: -0.359447, y: 0.60933256, z: -1.9375591}
{id: 1, x: -0.39069796, y: 0.62495804, z: -1.9063082}
{id: 1, x: -0.34382153, y: 0.56245613, z: -1.9375591}
{id: 1, x: -0.359447, y: 0.5780816, z: -1.9063082}
{id: 1, x: -0.39069796, y: 0.5780816, z: -1.8906827}
{id: 1, x: -0.359447, y: 0.60933256, z: -1.9219337}
{id: 1, x: -0.31257057, y: 0.5937071, z: -1.8125553}
{id: 1, x: -0.359447, y: 0.56245613, z: -1.9063082}
{id: 1, x: -0.32819605, y: 0.5780816, z: -1.8594317}
{id: 1, x: -0.34382153, y: 0.5780816, z: -1.9063082}
{id: 1, x: -0.37507248, y: 0.56245613, z: -1.9375591}
{id: 1, x: -0.359447, y: 0.5937071, z: -1.8906827}
{id: 1, x: -0.37507248, y: 0.60933256, z: -1.9219337}
{id: 1, x: -0.37507248, y: 0.60933256, z: -1.8906827}
{id: 1, x: -0.37507248, y: 0.67183447, z: -1.9063082}
{id: 1, x: -0.34382153, y: 0.5780816, z: -1.9063082}
{id: 1, x: -0.39069796, y: 0.5937071, z: -1.9375591}
{id: 1, x: -0.359447, y: 0.5780816, z: -1.8906827}
{id: 1, x: -0.32819605, y: 0.5937071, z: -1.8594317}
{id: 1, x: -0.37507248, y: 0.54683065, z: -1.9375591}
{id: 1, x: -0.34382153, y: 0.60933256, z: -1.8906827}
{id: 1, x: -0.359447, y: 0.5780816, z: -1.8906827}
{id: 1, x: -0.32819605, y: 0.56245613, z: -1.9063082}
{id: 1, x: -0.359447, y: 0.5780816, z: -1.8906827}
{id: 1, x: -0.32819605, y: 0.54683065, z: -1.9219337}
{id: 1, x: -0.40632343, y: 0.5937071, z: -1.9063082}
{id: 1, x: -0.39069796, y: 0.5780816, z: -1.8906827}
{id: 1, x: -0.32819605, y: 0.56245613, z: -1.9375591}
{id: 1, x: -0.4219489, y: 0.656209, z: -1.9063082}
{id: 1, x: -0.37507248, y: 0.5937071, z: -1.8750572}
{id: 1, x: -0.39069796, y: 0.5780816, z: -1.9063082}
{id: 1, x: -0.37507248, y: 0.60933256, z: -1.9063082}
{id: 1, x: -0.39069796, y: 0.5780816, z: -1.9063082}
{id: 1, x: -0.39069796, y: 0.60933256, z: -1.9063082}
{id: 1, x: -0.359447, y: 0.5780816, z: -1.8906827}
{id: 1, x: -0.359447, y: 0.62495804, z: -1.8906827}
{id: 1, x: -0.34382153, y: 0.656209, z: -1.8594317}
{id: 1, x: -0.359447, y: 0.5937071, z: -1.9063082}
{id: 1, x: -0.37507248, y: 0.5937071, z: -1.8750572}
{id: 1, x: -0.37507248, y: 0.60933256, z: -1.8906827}
{id: 1, x: -0.4219489, y: 0.62495804, z: -1.9531846}
{id: 1, x: -0.359447, y: 0.56245613, z: -1.8438063}
{id: 1, x: -0.34382153, y: 0.6405835, z: -1.8906827}
{id: 1, x: -0.31257057, y: 0.5312052, z: -1.9531846}
{id: 1, x: -0.31257057, y: 0.62495804, z: -1.8281808}
{id: 1, x: -0.37507248, y: 0.60933256, z: -1.8750572}
{id: 1, x: -0.359447, y: 0.5780816, z: -1.9531846}
{id: 1, x: -0.4219489, y: 0.60933256, z: -1.9375591}
{id: 1, x: -0.40632343, y: 0.5937071, z: -1.9063082}
{id: 1, x: -0.39069796, y: 0.5937071, z: -1.9219337}
{id: 1, x: -0.37507248, y: 0.60933256, z: -1.8750572}
{id: 1, x: -0.39069796, y: 0.5780816, z: -1.8906827}
{id: 1, x: -0.37507248, y: 0.56245613, z: -1.9063082}
{id: 1, x: -0.32819605, y: 0.5937071, z: -1.8438063}
{id: 1, x: -0.40632343, y: 0.5937071, z: -1.9219337}
{id: 1, x: -0.39069796, y: 0.54683065, z: -1.8906827}
{id: 1, x: -0.359447, y: 0.5937071, z: -1.9219337}
{id: 1, x: -0.37507248, y: 0.5780816, z: -1.9375591}
{id: 1, x: -0.40632343, y: 0.5937071, z: -1.9063082}
{id: 1, x: -0.39069796, y: 0.54683065, z: -1.9063082}
{id: 1, x: -0.40632343, y: 0.5780816, z: -1.9063082}
{id: 1, x: -0.359447, y: 0.54683065, z: -1.8906827}
{id: 1, x: -0.37507248, y: 0.56245613, z: -1.9219337}
{id: 1, x: -0.359447, y: 0.56245613, z: -1.7656789}
{id: 1, x: -0.40632343, y: 0.68745995, z: -1.8906827}
{id: 1, x: -0.34382153, y: 0.5937071, z: -1.9219337}
{id: 1, x: -0.37507248, y: 0.56245613, z: -1.9219337}
{id: 1, x: -0.359447, y: 0.60933256, z: -1.8906827}
{id: 1, x: -0.37507248, y: 0.60933256, z: -1.9219337}
{id: 1, x: -0.40632343, y: 0.6405835, z: -1.9688101}
{id: 1, x: -0.34382153, y: 0.5937071, z: -1.8750572}
{id: 1, x: -0.359447, y: 0.56245613, z: -1.8438063}
{id: 1, x: -0.40632343, y: 0.6405835, z: -1.9531846}
{id: 1, x: -0.31257057, y: 0.60933256, z: -1.8281808}
{id: 1, x: -0.34382153, y: 0.5937071, z: -1.9375591}
{id: 1, x: -0.34382153, y: 0.5780816, z: -1.8906827}
{id: 1, x: -0.39069796, y: 0.5780816, z: -1.9063082}
{id: 1, x: -0.40632343, y: 0.5937071, z: -1.9219337}
{id: 1, x: -0.39069796, y: 0.5780816, z: -1.9219337}
{id: 1, x: -0.34382153, y: 0.54683065, z: -1.9063082}
{id: 1, x: -0.39069796, y: 0.5780816, z: -1.8750572}
{id: 1, x: -0.40632343, y: 0.5937071, z: -1.9375591}
{id: 1, x: -0.39069796, y: 0.5937071, z: -1.9531846}
{id: 1, x: -0.359447, y: 0.5780816, z: -1.8906827}
{id: 1, x: -0.359447, y: 0.5780816, z: -1.8750572}
{id: 1, x: -0.37507248, y: 0.54683065, z: -1.9688101}
{id: 1, x: -0.39069796, y: 0.5937071, z: -1.9219337}
{id: 1, x: -0.37507248, y: 0.5780816, z: -1.9063082}
{id: 1, x: -0.37507248, y: 0.60933256, z: -1.9531846}
{id: 1, x: -0.359447, y: 0.56245613, z: -1.8906827}
{id: 1, x: -0.359447, y: 0.5937071, z: -1.9219337}
{id: 1, x: -0.37507248, y: 0.5937071, z: -1.9063082}
{id: 1, x: -0.40632343, y: 0.5780816, z: -1.9375591}
{id: 1, x: -0.359447, y: 0.5937071, z: -1.9219337}
{id: 1, x: -0.40632343, y: 0.5937071, z: -1.9375591}
{id: 1, x: -0.4219489, y: 0.5780816, z: -1.9063082}
{id: 1, x: -0.39069796, y: 0.5937071, z: -1.9375591}
{id: 1, x: -0.359447, y: 0.62495804, z: -1.8125553}
{id: 1, x: -0.2969451, y: 0.656209, z: -1.5937986}
{id: 1, x: -0.37507248, y: 0.82808924, z: -1.7344279}
{id: 1, x: -0.87508774, y: 0.62495804, z: -1.7344279}
{id: 1, x: -0.37507248, y: 0.81246376, z: -1.5937986}
{id: 1, x: -0.5157018, y: 0.87496567, z: -1.3906674}
{id: 1, x: -0.45319986, y: 0.87496567, z: -1.3594165}
{id: 1, x: 00, y: 0.8437147, z: -1.3594165}
{id: 1, x: -0.85946226, y: 0.984344, z: -1.3281655}
{id: 1, x: 00, y: 1.0937223, z: -1.2500381}
{id: 1, x: -0.2969451, y: 1.1249733, z: -1.0781579}
{id: 1, x: -0.40632343, y: 1.1562243, z: -1.1250343}
{id: 1, x: -0.359447, y: 1.1249733, z: -1.1875362}
{id: 1, x: -0.32819605, y: 1.1874752, z: -1.1094089}
{id: 1, x: -0.34382153, y: 1.1093478, z: -1.1719108}
{id: 1, x: -0.34382153, y: 1.0624714, z: -1.2187872}
{id: 1, x: -0.37507248, y: 1.0780969, z: -1.1406598}
{id: 1, x: -0.23444319, y: 1.015595, z: -1.0937834}
{id: 1, x: -0.26569414, y: 1.1405988, z: -1.046907}
{id: 1, x: -0.2969451, y: 1.1093478, z: -1.1094089}
{id: 1, x: -0.2969451, y: 1.1249733, z: -1.1250343}
{id: 1, x: -0.25006866, y: 1.0312204, z: -1.0312815}
{id: 1, x: -0.40632343, y: 1.1874752, z: -1.1875362}
{id: 1, x: -0.31257057, y: 1.0624714, z: -1.1875362}
{id: 1, x: -0.359447, y: 1.1093478, z: -1.1719108}
{id: 1, x: -0.31257057, y: 1.1093478, z: -1.1406598}
{id: 1, x: -0.2969451, y: 1.1874752, z: -1.1250343}
{id: 1, x: -0.31257057, y: 1.1405988, z: -1.1094089}
{id: 1, x: -0.37507248, y: 1.1562243, z: -1.1406598}
{id: 1, x: -0.34382153, y: 1.1249733, z: -1.1719108}
{id: 1, x: -0.34382153, y: 1.1093478, z: -1.1094089}
{id: 1, x: -0.2969451, y: 1.1249733, z: -1.1250343}
{id: 1, x: -0.31257057, y: 1.0624714, z: -1.1719108}
{id: 1, x: -0.39069796, y: 1.0780969, z: -1.1562853}
{id: 1, x: -0.32819605, y: 1.1405988, z: -1.1094089}
{id: 1, x: -0.37507248, y: 1.1093478, z: -1.1406598}
{id: 1, x: -0.34382153, y: 1.1405988, z: -1.1250343}
{id: 1, x: -0.37507248, y: 1.1093478, z: -1.1094089}
{id: 1, x: -0.32819605, y: 1.1562243, z: -1.0937834}
{id: 1, x: -0.34382153, y: 1.1405988, z: -1.0937834}
{id: 1, x: -0.32819605, y: 1.0937223, z: -1.1406598}
{id: 1, x: -0.32819605, y: 1.0937223, z: -1.1094089}
{id: 1, x: -0.25006866, y: 1.0312204, z: -1.1094089}
{id: 1, x: -0.32819605, y: 1.1405988, z: -1.1250343}
{id: 1, x: -0.31257057, y: 1.1249733, z: -1.0937834}
{id: 1, x: -0.359447, y: 1.0937223, z: -1.1562853}
{id: 1, x: -0.4375744, y: 1.1249733, z: -1.1719108}
{id: 1, x: -0.31257057, y: 1.0937223, z: -1.1719108}
{id: 1, x: -0.37507248, y: 1.0780969, z: -1.1875362}
{id: 1, x: -0.37507248, y: 1.1093478, z: -1.2031617}
{id: 1, x: -0.46882534, y: 1.1093478, z: -1.1875362}
{id: 1, x: -0.39069796, y: 0.9999695, z: -1.2656636}
{id: 1, x: -0.4219489, y: 0.95309305, z: -1.31254}
{id: 1, x: -0.39069796, y: 0.8593402, z: -1.4375439}
{id: 1, x: -0.28131962, y: 0.7968383, z: -1.5312967}
{id: 1, x: -0.31257057, y: 0.8437147, z: -1.4687948}
{id: 1, x: -0.34382153, y: 0.87496567, z: -1.5156713}
{id: 1, x: -0.39069796, y: 0.89059114, z: -1.5000458}
{id: 1, x: -0.31257057, y: 0.8593402, z: -1.4375439}
{id: 1, x: -0.34382153, y: 0.87496567, z: -1.4687948}
{id: 1, x: -0.37507248, y: 0.87496567, z: -1.4844203}
{id: 1, x: -0.359447, y: 0.81246376, z: -1.4844203}
{id: 1, x: -0.359447, y: 0.8437147, z: -1.4219184}
{id: 1, x: -0.37507248, y: 0.7968383, z: -1.5156713}
{id: 1, x: -0.34382153, y: 0.89059114, z: -1.4531693}
{id: 1, x: -0.34382153, y: 0.8593402, z: -1.4687948}
{id: 1, x: -0.2969451, y: 0.8593402, z: -1.5000458}
{id: 1, x: -0.359447, y: 0.89059114, z: -1.4531693}
{id: 1, x: -0.359447, y: 0.8593402, z: -1.4375439}
{id: 1, x: -0.37507248, y: 0.8437147, z: -1.4844203}
{id: 1, x: -0.26569414, y: 0.87496567, z: -1.375042}
{id: 1, x: -0.40632343, y: 0.984344, z: -1.375042}
{id: 1, x: -0.31257057, y: 0.9374676, z: -1.2656636}
{id: 1, x: -0.28131962, y: 1.1405988, z: -1.0937834}
{id: 1, x: -0.34382153, y: 1.1562243, z: -1.1406598}
{id: 1, x: -0.32819605, y: 1.0780969, z: -1.1094089}
{id: 1, x: -0.31257057, y: 1.1093478, z: -1.0937834}
{id: 1, x: -0.37507248, y: 1.1093478, z: -1.1250343}
{id: 1, x: -0.34382153, y: 1.1405988, z: -1.1875362}
{id: 1, x: -0.32819605, y: 1.0937223, z: -1.1250343}
{id: 1, x: -0.31257057, y: 1.0624714, z: -1.1094089}
{id: 1, x: -0.39069796, y: 1.2343516, z: -1.0000305}
{id: 1, x: -0.39069796, y: 1.2031007, z: -1.0625324}
{id: 1, x: -0.34382153, y: 1.2031007, z: -1.046907}
{id: 1, x: -0.2969451, y: 1.1562243, z: -0.98440504}
{id: 1, x: -0.39069796, y: 1.1718497, z: -1.1094089}
{id: 1, x: -0.40632343, y: 1.1718497, z: -1.046907}
{id: 1, x: -0.2969451, y: 1.2187262, z: -1.0312815}
{id: 1, x: -0.37507248, y: 1.1562243, z: -1.0312815}
{id: 1, x: -0.39069796, y: 1.1718497, z: -1.0625324}
{id: 1, x: -0.31257057, y: 1.1874752, z: -0.98440504}
{id: 1, x: -0.359447, y: 1.2031007, z: -1.0781579}
{id: 1, x: -0.31257057, y: 1.1718497, z: -1.0000305}
{id: 1, x: -0.2969451, y: 1.1562243, z: -1.046907}
{id: 1, x: -0.2969451, y: 1.1718497, z: -0.96877956}
{id: 1, x: -0.32819605, y: 1.1874752, z: -1.0312815}
{id: 1, x: -0.31257057, y: 1.2187262, z: -0.9531541}
{id: 1, x: -0.31257057, y: 1.1405988, z: -1.0625324}
{id: 1, x: -0.32819605, y: 1.1874752, z: -1.0625324}
{id: 1, x: -0.2969451, y: 1.1718497, z: -1.046907}
{id: 1, x: -0.34382153, y: 1.2031007, z: -1.015656}
{id: 1, x: -0.39069796, y: 1.1874752, z: -1.1250343}
{id: 1, x: -0.37507248, y: 1.2031007, z: -1.0625324}
{id: 1, x: -0.32819605, y: 1.1718497, z: -1.0625324}
{id: 1, x: -0.32819605, y: 1.2343516, z: -0.96877956}
{id: 1, x: -0.2969451, y: 1.2187262, z: -1.015656}
{id: 1, x: -0.40632343, y: 1.1874752, z: -1.0312815}
{id: 1, x: -0.359447, y: 1.2187262, z: -1.0312815}
{id: 1, x: -0.40632343, y: 1.2812281, z: -1.046907}
{id: 1, x: -0.31257057, y: 1.2031007, z: -1.015656}
{id: 1, x: -0.28131962, y: 1.1874752, z: -0.98440504}
{id: 1, x: -0.39069796, y: 1.2343516, z: -1.0781579}
{id: 1, x: -0.31257057, y: 1.1718497, z: -0.98440504}
{id: 1, x: -0.34382153, y: 1.1405988, z: -1.0781579}
{id: 1, x: -0.34382153, y: 1.1562243, z: -1.0000305}
{id: 1, x: -0.37507248, y: 1.2187262, z: -1.046907}
{id: 1, x: -0.34382153, y: 1.2031007, z: -1.0781579}
{id: 1, x: -0.359447, y: 1.1718497, z: -1.0312815}
{id: 1, x: -0.32819605, y: 1.2187262, z: -1.0312815}
{id: 1, x: -0.40632343, y: 1.2187262, z: -1.1250343}
{id: 1, x: -0.359447, y: 1.1718497, z: -1.0625324}
{id: 1, x: -0.39069796, y: 1.0937223, z: -1.1094089}
{id: 1, x: -0.14069033, y: 1.0780969, z: -1.2500381}
{id: 1, x: -0.4219489, y: 0.82808924, z: -1.4219184}
{id: 1, x: -0.73445845, y: 0.7030854, z: -1.7500534}
{id: 1, x: 0.42188787, y: 0.9687185, z: -1.1406598}
{id: 1, x: -0.34382153, y: 0.82808924, z: -1.5156713}
{id: 1, x: -0.9844661, y: 0.9062166, z: -1.3906674}
{id: 1, x: -0.34382153, y: 0.9687185, z: -1.2812891}
{id: 1, x: -0.4219489, y: 0.9374676, z: -1.5000458}
{id: 1, x: -0.31257057, y: 0.9218421, z: -1.5156713}
{id: 1, x: -0.06256294, y: 0.9999695, z: -1.5937986}
